City,Area_Code,Population,Unemployment_Rate,Police_Stations,Time,Victim_Age,Victim_Gender,Weapon_Used,Past_Crime_Rate,Crime_Occurred
Delhi,44,29623,11.7,5,Night,49,Female,Rod,46,0
Lucknow,40,54440,3.43,4,Night,38,Male,Rod,26,0
Bangalore,38,92427,2.15,1,Morning,47,Female,None,43,0
Kolkata,47,148776,2.27,3,Afternoon,35,Male,Rod,27,0
Patna,30,103826,8.52,8,Night,43,Female,Gun,52,1
Bhopal,44,37460,5.65,7,Evening,23,Male,Knife,37,0
Bangalore,48,120373,4.52,7,Afternoon,18,Male,Rod,45,0
Chennai,48,147637,11.85,11,Evening,45,Female,Rod,34,0
Hyderabad,27,14870,17.92,3,Afternoon,40,Female,None,82,1
Jaipur,21,28909,4.84,9,Evening,68,Female,Knife,51,0
Patna,20,19117,10.74,6,Evening,45,Female,Gun,61,1
Bangalore,4,77474,3.92,8,Afternoon,44,Female,Gun,76,1
Bangalore,11,103926,16.95,8,Morning,62,Male,Knife,61,1
Jaipur,13,185394,6.67,3,Morning,45,Male,Gun,66,1
Lucknow,9,137463,16.05,4,Afternoon,49,Male,Knife,90,1
Kolkata,4,111536,6.53,6,Night,40,Male,None,61,0
Kolkata,12,30128,14.9,2,Afternoon,32,Female,Gun,72,1
Bangalore,9,79001,5.35,11,Afternoon,39,Female,Gun,76,1
Mumbai,13,10440,6.68,7,Night,53,Male,Knife,90,1
Bangalore,48,190685,5.08,2,Afternoon,43,Male,Gun,29,0
Bangalore,26,133491,6.23,11,Afternoon,48,Female,Rod,93,1
Jaipur,38,152735,15.36,5,Night,51,Female,None,44,1
Hyderabad,42,160619,12.22,4,Night,66,Female,Gun,21,1
Jaipur,13,91662,8.49,9,Morning,22,Female,Gun,84,1
Patna,39,10005,17.54,2,Evening,38,Female,Gun,52,1
Bangalore,28,17038,9.44,7,Evening,69,Male,Knife,43,0
Kolkata,19,16414,17.52,7,Morning,61,Male,None,19,0
Bhopal,24,79506,5.15,7,Morning,41,Male,None,21,0
Kolkata,19,86586,16.47,1,Evening,29,Male,Gun,39,1
Delhi,49,143678,2.22,8,Morning,57,Female,Gun,37,0
Lucknow,13,26482,10.72,2,Afternoon,43,Male,Knife,22,0
Chennai,13,43948,8.77,5,Morning,39,Male,None,34,0
Patna,28,99987,10.4,2,Morning,22,Male,Rod,91,1
Patna,2,30875,10.86,5,Morning,63,Male,Gun,41,1
Lucknow,10,23057,8.22,7,Morning,51,Male,Rod,11,0
Bhopal,22,42400,17.97,6,Evening,54,Female,Rod,78,1
Chennai,13,78607,17.62,5,Night,30,Male,None,84,1
Hyderabad,9,97561,17.39,4,Evening,64,Male,Rod,32,1
Bangalore,33,37503,17.67,8,Evening,18,Female,Gun,91,1
Chennai,14,164837,14.69,11,Night,63,Female,Gun,22,0
Bhopal,48,111096,17.82,8,Evening,17,Female,Knife,51,1
Mumbai,20,56612,16.28,1,Afternoon,22,Female,None,27,0
Delhi,15,108318,8.65,10,Night,31,Male,None,24,0
Chennai,32,94335,14.56,2,Afternoon,36,Female,Rod,35,0
Chennai,33,110989,16.59,3,Evening,24,Male,Gun,18,1
Delhi,17,103012,13.4,1,Evening,27,Female,Gun,27,1
Bangalore,24,91748,8.76,11,Night,44,Male,Knife,6,0
Chennai,30,150500,3.05,3,Evening,39,Female,Rod,33,0
Delhi,13,172491,14.96,10,Morning,48,Female,Gun,54,1
Delhi,47,75195,17.24,8,Afternoon,29,Male,None,77,1
Delhi,48,99846,7.8,4,Afternoon,58,Male,Knife,63,1
Jaipur,16,112404,4.43,7,Morning,33,Female,None,37,0
Bhopal,2,49142,7.22,7,Night,69,Male,Knife,52,0
Jaipur,17,81540,11.32,11,Night,20,Male,None,48,0
Mumbai,32,179361,7.07,5,Morning,30,Male,Rod,16,0
Hyderabad,43,86948,11.77,1,Morning,22,Male,Gun,87,1
Jaipur,8,68951,17.47,10,Afternoon,40,Female,None,46,0
Jaipur,3,21755,12.73,4,Morning,29,Male,Rod,88,1
Bhopal,12,127985,7.8,7,Morning,67,Female,None,39,0
Hyderabad,20,94553,16.97,5,Morning,55,Male,Rod,45,1
Lucknow,16,144962,11.05,2,Evening,51,Female,Knife,89,1
Delhi,14,104376,4.05,8,Morning,50,Female,Rod,59,0
Patna,16,27175,9.98,2,Evening,59,Female,None,17,0
Hyderabad,49,75687,12.46,11,Afternoon,65,Female,Gun,43,1
Mumbai,43,94983,15.41,8,Afternoon,39,Male,Knife,93,1
Bangalore,49,165360,16.98,11,Night,30,Male,Knife,70,1
Mumbai,33,56629,7.08,2,Afternoon,26,Female,Rod,39,0
Delhi,30,126779,4.49,11,Night,39,Male,None,76,0
Hyderabad,12,188872,3.18,5,Evening,26,Male,Rod,37,0
Mumbai,15,178439,13.81,4,Morning,59,Female,Knife,93,1
Mumbai,18,78513,14.72,1,Afternoon,66,Male,Gun,89,1
Lucknow,28,92762,8.55,8,Morning,32,Male,Rod,40,0
Lucknow,23,170094,8.33,10,Night,21,Male,None,17,0
Hyderabad,14,142731,17.27,3,Evening,36,Male,Rod,60,1
Delhi,30,67941,16.67,4,Afternoon,23,Female,Rod,50,1
Jaipur,33,179002,5.73,4,Morning,30,Female,Rod,77,1
Kolkata,45,53473,14.49,5,Night,69,Male,Gun,50,1
Chennai,15,196670,11.96,3,Morning,67,Female,None,48,0
Patna,7,26040,4.47,9,Afternoon,47,Female,None,50,0
Chennai,15,79806,7.71,4,Morning,25,Female,Knife,78,1
Bhopal,42,154358,4.84,10,Evening,43,Female,Knife,73,0
Lucknow,46,122076,6.72,11,Afternoon,30,Male,Rod,35,0
Hyderabad,38,65916,11.84,11,Night,27,Male,Knife,28,0
Chennai,46,158672,8.0,4,Afternoon,58,Male,None,36,0
Delhi,44,143363,8.3,6,Night,33,Female,Rod,71,1
Patna,11,154195,10.63,8,Night,52,Male,Knife,20,0
Chennai,29,13811,3.4,7,Afternoon,59,Male,Gun,61,0
Patna,31,41276,13.82,4,Night,39,Male,Knife,88,1
Bangalore,25,195217,8.43,4,Afternoon,52,Female,Gun,28,0
Delhi,24,187691,9.69,5,Evening,69,Male,Knife,38,0
Kolkata,19,91049,17.59,10,Evening,44,Female,None,56,1
Mumbai,2,167786,7.51,5,Morning,25,Female,Knife,52,0
Patna,22,196757,12.37,1,Evening,29,Female,Gun,91,1
Delhi,20,153266,8.28,8,Night,31,Female,Gun,57,1
Patna,33,83062,16.31,10,Morning,52,Female,Knife,59,1
Patna,8,160434,15.55,5,Morning,26,Male,Rod,42,0
Jaipur,25,64499,5.87,3,Afternoon,66,Female,Gun,6,0
Jaipur,46,56281,13.07,3,Morning,41,Female,None,73,1
Delhi,9,54852,3.04,4,Afternoon,55,Female,Knife,86,1
Jaipur,34,188908,17.41,7,Morning,34,Male,Gun,57,1
Bhopal,23,14595,7.58,5,Evening,67,Male,Knife,54,0
Kolkata,5,105930,15.31,1,Afternoon,69,Male,Knife,33,1
Hyderabad,25,156474,7.09,5,Night,33,Male,Rod,78,1
Delhi,8,102676,12.12,5,Morning,45,Female,Knife,59,1
Delhi,16,183795,17.74,6,Evening,47,Female,Knife,65,1
Bhopal,48,192394,16.03,7,Evening,38,Male,Knife,54,1
Lucknow,45,187836,4.57,5,Afternoon,68,Female,None,20,0
Lucknow,15,165983,10.76,11,Afternoon,27,Male,Knife,91,1
Jaipur,1,29405,7.58,2,Afternoon,28,Male,None,74,1
Hyderabad,22,68122,8.95,2,Night,36,Male,Knife,48,1
Jaipur,3,138909,7.36,4,Night,36,Female,Rod,88,1
Bangalore,38,13447,7.38,1,Night,44,Male,Rod,20,0
Bangalore,14,194215,10.68,7,Morning,44,Male,Gun,32,0
Mumbai,36,20662,5.07,1,Night,65,Female,Knife,61,1
Bangalore,18,68282,10.6,3,Afternoon,42,Female,Rod,30,0
Lucknow,47,145971,6.46,10,Evening,44,Female,Rod,90,1
Kolkata,41,38582,6.62,7,Evening,30,Female,Knife,15,0
Bangalore,18,77471,13.82,11,Afternoon,62,Female,Gun,5,0
Jaipur,3,133513,2.47,6,Night,27,Female,None,73,0
Patna,10,183285,8.1,7,Night,56,Male,Rod,47,0
Delhi,49,117578,8.52,5,Afternoon,34,Female,Rod,50,0
Kolkata,39,85871,9.76,8,Evening,27,Female,None,40,0
Kolkata,47,93205,12.7,6,Morning,38,Female,Rod,70,1
Jaipur,1,84081,7.91,4,Evening,20,Male,None,61,0
Delhi,27,115783,5.41,11,Night,41,Female,None,10,0
Lucknow,27,93805,16.16,1,Evening,68,Male,Gun,66,1
Kolkata,11,134698,17.7,2,Night,67,Male,None,31,1
Mumbai,49,178902,2.32,6,Evening,25,Male,None,30,0
Jaipur,5,148138,10.74,4,Afternoon,37,Male,None,17,0
Kolkata,7,20712,7.47,3,Night,54,Female,None,80,1
Hyderabad,19,91527,6.43,7,Morning,38,Female,Rod,22,0
Delhi,29,139453,7.37,7,Morning,26,Female,None,42,0
Bangalore,15,136888,12.22,2,Afternoon,43,Female,Rod,10,0
Kolkata,35,97185,5.05,8,Evening,46,Female,Knife,32,0
Jaipur,47,109851,16.61,11,Afternoon,23,Female,Knife,93,1
Bangalore,37,171878,9.46,1,Afternoon,68,Male,None,9,0
Mumbai,12,22210,7.21,11,Morning,54,Male,Gun,63,1
Bangalore,30,46972,14.25,10,Morning,63,Female,Gun,83,1
Hyderabad,20,44136,2.26,7,Night,43,Female,Rod,77,0
Lucknow,37,185369,8.91,10,Night,31,Female,Rod,49,0
Kolkata,3,126445,7.68,1,Night,61,Female,Knife,57,1
Chennai,9,25945,7.41,3,Afternoon,62,Female,Rod,6,0
Chennai,41,183549,7.39,3,Afternoon,67,Female,Gun,53,1
Bangalore,39,89180,2.5,10,Night,46,Male,Knife,77,0
Bhopal,26,80453,4.43,2,Morning,56,Male,None,94,1
Delhi,2,95404,4.27,10,Morning,63,Female,Rod,91,0
Chennai,23,154296,17.82,5,Evening,31,Female,None,67,1
Bhopal,23,13052,2.35,4,Night,20,Female,Rod,74,0
Chennai,21,37272,4.67,6,Afternoon,50,Male,Gun,62,1
Bhopal,16,51150,17.59,2,Evening,68,Male,Rod,8,0
Delhi,9,158388,12.05,4,Evening,40,Male,Gun,34,1
Patna,13,194461,9.21,7,Evening,28,Male,Gun,61,1
Chennai,28,148312,3.26,1,Night,44,Male,None,51,0
Hyderabad,27,107095,12.71,11,Night,42,Female,Rod,22,0
Kolkata,17,78774,4.2,3,Night,55,Female,None,48,0
Bhopal,38,53175,12.74,1,Morning,32,Male,Gun,56,1
Kolkata,36,141637,17.67,2,Evening,52,Female,Gun,53,1
Jaipur,1,26375,10.51,9,Morning,53,Male,Gun,34,0
Jaipur,18,35710,5.43,10,Night,44,Male,Gun,56,1
Delhi,9,190967,12.0,5,Morning,49,Male,Knife,41,0
Bhopal,13,156246,10.21,4,Morning,45,Female,Gun,67,1
Mumbai,40,117026,10.53,4,Afternoon,46,Female,Rod,16,0
Jaipur,45,37597,9.65,8,Night,37,Female,Gun,21,0
Delhi,15,84289,12.78,3,Evening,61,Female,Knife,38,1
Jaipur,43,179469,11.15,4,Night,40,Female,Rod,32,0
Jaipur,44,174141,17.79,2,Morning,19,Male,Knife,8,0
Mumbai,46,95687,15.21,6,Night,50,Male,Knife,50,1
Chennai,4,128968,6.24,9,Night,56,Male,Rod,18,0
Bangalore,33,50274,13.61,4,Afternoon,65,Female,Knife,17,0
Patna,24,179269,5.43,11,Afternoon,59,Female,Gun,62,0
Jaipur,36,58634,14.52,6,Night,24,Female,None,53,1
Jaipur,41,40041,4.36,4,Afternoon,41,Male,None,54,0
Hyderabad,10,148320,9.58,2,Morning,42,Male,None,71,1
Patna,36,95365,14.65,6,Morning,42,Male,Rod,25,0
Mumbai,20,143275,6.48,7,Morning,33,Female,Rod,84,1
Kolkata,41,61986,15.39,4,Afternoon,45,Female,Rod,55,1
Bhopal,45,35370,12.31,11,Night,60,Male,None,42,0
Jaipur,44,45247,8.36,7,Morning,61,Male,None,30,0
Bangalore,11,134403,8.77,11,Evening,46,Male,Rod,10,0
Bhopal,12,129544,16.82,8,Morning,57,Male,None,22,0
Patna,18,141506,5.48,11,Night,18,Female,Knife,10,0
Bhopal,30,72982,13.09,3,Morning,44,Male,Knife,45,1
Chennai,44,75180,13.32,2,Evening,22,Female,None,61,1
Jaipur,48,118534,16.76,5,Morning,33,Female,Rod,54,1
Bhopal,37,175546,13.41,2,Morning,31,Female,Gun,29,1
Kolkata,20,34644,11.35,10,Night,64,Female,Gun,52,1
Kolkata,25,48493,16.44,5,Morning,47,Female,None,28,0
Jaipur,12,93824,15.27,10,Morning,53,Male,Gun,34,1
Lucknow,21,145031,13.47,6,Afternoon,40,Female,Rod,91,1
Kolkata,25,57289,2.52,8,Night,59,Male,Knife,49,0
Bhopal,11,152215,7.98,6,Night,47,Male,Knife,47,0
Delhi,9,180665,12.11,4,Night,34,Female,Rod,76,1
Kolkata,25,180187,10.36,3,Night,18,Male,Gun,60,1
Patna,35,163612,7.11,2,Morning,50,Male,None,77,1
Lucknow,32,45481,4.31,1,Evening,65,Male,Knife,74,1
Bhopal,49,87097,10.85,2,Evening,44,Male,Gun,37,1
Mumbai,14,32578,6.57,2,Afternoon,26,Female,Gun,49,1
Hyderabad,1,153859,5.73,5,Morning,21,Male,Knife,11,0
Mumbai,17,82048,8.38,9,Night,34,Male,Knife,22,0
Chennai,25,193951,14.57,1,Night,52,Female,None,74,1
Hyderabad,8,151668,9.81,4,Evening,60,Female,Rod,49,0
Chennai,5,161002,5.46,10,Afternoon,42,Female,Gun,41,0
Hyderabad,5,189022,3.87,7,Morning,20,Female,None,25,0
Hyderabad,41,105737,9.98,11,Afternoon,41,Female,Knife,94,1
Delhi,35,28687,14.71,10,Morning,50,Male,Rod,83,1
Bangalore,19,193905,12.45,3,Afternoon,34,Female,Rod,48,1
Patna,23,132540,5.71,8,Afternoon,32,Male,Gun,34,0
Mumbai,9,177061,8.99,3,Night,69,Female,Rod,15,0
Kolkata,30,40183,15.68,8,Evening,50,Male,Knife,12,0
Bhopal,16,30758,4.84,2,Night,62,Male,Knife,9,0
Lucknow,33,142154,10.51,5,Evening,64,Female,Knife,12,0
Patna,2,106368,7.7,4,Afternoon,28,Male,None,9,0
Chennai,14,55891,3.99,11,Morning,29,Female,Knife,14,0
Delhi,46,186882,2.8,9,Night,45,Male,None,19,0
Chennai,1,56901,10.89,3,Morning,63,Female,Knife,60,1
Bangalore,26,113912,2.33,11,Night,58,Male,Knife,59,0
Lucknow,25,81062,3.66,5,Night,32,Male,Rod,7,0
Delhi,16,162635,7.56,10,Night,52,Female,Gun,45,0
Chennai,15,82008,2.7,9,Morning,68,Female,Knife,14,0
Bangalore,26,143847,8.41,6,Night,30,Female,Rod,11,0
Bhopal,47,156900,4.09,2,Night,33,Female,Rod,67,1
Bhopal,44,27974,7.6,1,Night,63,Female,Gun,67,1
Chennai,16,163460,14.66,11,Morning,29,Female,Rod,92,1
Patna,14,90591,12.02,1,Night,29,Female,Rod,30,0
Lucknow,29,28615,9.13,7,Morning,60,Female,Gun,38,0
Jaipur,24,178958,3.47,2,Evening,48,Female,None,76,0
Patna,47,32838,11.91,7,Night,53,Female,Gun,43,1
Bhopal,15,50728,4.62,1,Afternoon,26,Male,Gun,64,1
Lucknow,19,126249,3.23,4,Evening,26,Male,Knife,73,1
Bangalore,8,88000,12.62,10,Morning,63,Female,Knife,30,0
Delhi,34,62798,16.59,11,Afternoon,41,Female,None,66,1
Hyderabad,2,160694,9.37,4,Morning,18,Male,Gun,14,0
Chennai,27,154608,2.66,5,Morning,40,Female,Gun,58,0
Mumbai,10,146772,16.08,10,Night,32,Male,None,35,0
Lucknow,35,179911,3.07,1,Afternoon,37,Male,Knife,42,0
Kolkata,23,20248,15.88,7,Morning,44,Male,Gun,29,1
Bangalore,49,55291,8.27,11,Evening,61,Male,None,81,0
Jaipur,8,92629,7.85,2,Night,41,Male,Knife,69,1
Hyderabad,28,135612,10.68,11,Evening,49,Female,Rod,54,0
Kolkata,23,27177,17.31,11,Evening,41,Male,None,28,0
Jaipur,4,160555,16.38,2,Night,24,Female,None,31,0
Mumbai,14,53815,9.53,8,Morning,55,Male,Gun,86,1
Bhopal,42,48533,13.13,9,Evening,26,Male,Rod,54,0
Patna,29,10026,11.29,6,Morning,22,Male,Knife,54,1
Chennai,1,114997,13.1,11,Morning,45,Female,Rod,19,0
Delhi,4,70611,15.27,1,Night,69,Male,Gun,21,1
Jaipur,32,97242,2.55,1,Evening,17,Male,Gun,33,0
Hyderabad,33,165732,7.21,11,Evening,45,Female,Knife,9,0
Lucknow,49,196175,17.35,7,Night,19,Female,Knife,15,0
Bhopal,26,193325,17.19,8,Morning,29,Male,Knife,84,1
Lucknow,17,114913,2.18,3,Morning,28,Male,Gun,56,0
Hyderabad,39,52082,5.22,9,Night,69,Male,Knife,38,0
Lucknow,23,157330,17.9,4,Morning,40,Female,Knife,85,1
Jaipur,32,113613,9.89,4,Morning,28,Male,Knife,37,0
Bangalore,15,108315,11.17,3,Evening,28,Female,None,53,0
Lucknow,13,99690,4.66,8,Morning,52,Male,Knife,35,0
Patna,2,105220,16.31,9,Morning,59,Female,Gun,22,0
Mumbai,19,25389,5.7,1,Morning,21,Female,None,93,1
Delhi,24,101860,5.03,2,Morning,41,Male,Gun,9,0
Jaipur,45,168757,5.65,1,Night,69,Male,Rod,34,0
Kolkata,24,168267,16.71,4,Night,29,Female,None,49,1
Hyderabad,11,31797,13.25,10,Night,23,Male,Knife,91,1
Bhopal,22,121975,14.3,7,Morning,39,Female,None,42,0
Jaipur,15,107169,8.03,7,Night,37,Female,Gun,86,1
Bangalore,10,76332,16.55,6,Afternoon,55,Male,None,33,0
Bhopal,41,148260,14.63,11,Afternoon,54,Female,Rod,40,0
Patna,27,33696,14.01,5,Afternoon,64,Male,Knife,13,0
Hyderabad,9,12024,17.54,11,Evening,36,Female,Knife,27,0
Bhopal,28,177057,7.86,4,Morning,58,Male,Rod,7,0
Lucknow,1,147656,11.78,8,Evening,41,Male,Gun,90,1
Jaipur,17,100998,16.56,7,Night,25,Male,None,60,1
Mumbai,31,168116,14.65,11,Morning,28,Female,Gun,44,1
Hyderabad,44,15285,11.01,11,Afternoon,57,Male,Gun,60,1
Chennai,10,17370,3.22,10,Morning,68,Female,Gun,62,0
Patna,37,27903,12.44,1,Evening,29,Female,Knife,35,1
Delhi,29,173571,10.42,6,Night,24,Male,None,90,1
Hyderabad,18,107904,4.95,2,Night,22,Female,Knife,15,0
Bangalore,47,32995,16.12,4,Evening,54,Male,Knife,46,1
Jaipur,38,115160,7.49,5,Morning,46,Female,Knife,7,0
Lucknow,39,176272,8.2,8,Evening,65,Female,None,61,0
Delhi,49,98377,12.76,6,Night,31,Male,Rod,18,0
Delhi,6,154638,9.82,11,Afternoon,23,Male,Knife,50,0
Patna,40,47822,3.43,2,Night,63,Female,Knife,23,0
Bhopal,12,117412,8.2,5,Night,66,Male,Knife,64,1
Bangalore,14,61222,3.51,5,Morning,30,Male,None,35,0
Bhopal,44,104088,5.05,6,Afternoon,40,Female,None,40,0
Lucknow,10,100450,2.11,1,Night,62,Male,Gun,36,0
Delhi,20,191740,4.9,8,Afternoon,53,Female,Knife,67,0
Bangalore,15,119366,7.29,3,Evening,56,Male,Knife,30,0
Bangalore,31,120078,10.61,5,Morning,30,Male,None,69,0
Kolkata,7,73853,16.71,7,Afternoon,40,Female,None,6,0
Jaipur,41,195715,10.65,3,Afternoon,22,Female,Knife,74,1
Delhi,10,133794,13.29,10,Morning,41,Male,Rod,49,0
Delhi,10,163405,7.72,6,Evening,23,Male,Gun,82,1
Bangalore,48,157030,14.03,5,Afternoon,33,Female,Gun,29,1
Bhopal,39,62442,11.93,7,Morning,36,Male,Knife,44,0
Delhi,28,162026,9.36,10,Night,31,Male,Gun,22,0
Bangalore,30,19675,5.1,11,Morning,62,Male,Gun,16,0
Delhi,37,99590,6.86,3,Night,18,Male,Knife,28,0
Bangalore,3,118570,11.94,2,Afternoon,16,Female,Gun,83,1
Kolkata,43,41661,8.82,4,Afternoon,28,Male,None,47,0
Jaipur,15,74289,16.23,3,Afternoon,69,Female,Knife,36,1
Bangalore,21,27184,5.76,4,Evening,47,Female,None,85,1
Delhi,37,57963,3.17,7,Evening,27,Male,Knife,51,0
Lucknow,12,166894,11.43,5,Night,46,Female,None,49,0
Jaipur,4,15267,16.18,4,Morning,56,Male,Gun,39,1
Kolkata,47,193719,7.84,6,Night,17,Male,Rod,81,1
Bangalore,9,72814,12.36,7,Morning,56,Female,None,13,0
Lucknow,39,46025,5.7,11,Afternoon,23,Female,None,14,0
Bangalore,42,131246,10.94,5,Morning,40,Female,Rod,69,1
Bhopal,28,87605,14.59,7,Evening,20,Male,Rod,63,1
Delhi,23,142053,15.87,3,Morning,60,Male,None,61,1
Hyderabad,45,53436,3.68,7,Morning,17,Male,None,93,0
Patna,40,159544,7.7,3,Afternoon,57,Female,None,90,1
Mumbai,44,160408,12.23,6,Afternoon,53,Female,Knife,14,0
Bhopal,22,166659,2.56,8,Evening,54,Female,None,94,0
Lucknow,24,87192,13.05,6,Morning,18,Female,None,23,0
Bhopal,26,194085,10.45,10,Morning,61,Female,Rod,54,0
Chennai,30,130591,6.62,11,Morning,63,Male,Rod,72,0
Bangalore,33,94511,15.03,3,Afternoon,53,Male,Knife,9,0
Bangalore,16,19665,6.64,5,Evening,37,Female,Knife,33,0
Mumbai,22,168169,17.86,9,Morning,55,Female,Gun,9,0
Mumbai,49,101277,15.06,8,Morning,48,Female,None,64,1
Chennai,43,62474,13.33,6,Morning,67,Female,None,69,1
Delhi,18,166257,2.98,9,Morning,47,Male,Rod,32,0
Patna,7,85911,16.47,2,Evening,62,Female,Gun,87,1
Hyderabad,26,102643,14.64,11,Evening,32,Female,None,5,0
Hyderabad,8,40484,5.66,9,Evening,33,Female,Gun,33,0
Kolkata,6,111165,8.28,10,Afternoon,18,Male,Knife,55,0
Kolkata,30,186682,6.3,10,Morning,21,Male,None,40,0
Delhi,39,191879,17.75,6,Morning,64,Female,None,36,0
Kolkata,23,191979,15.67,9,Morning,28,Male,Knife,68,1
Kolkata,32,198461,16.88,4,Morning,69,Female,None,18,0
Chennai,22,35835,14.62,5,Night,46,Female,Knife,36,1
Chennai,42,106453,9.3,2,Evening,32,Female,Knife,13,0
Kolkata,43,63790,5.29,3,Night,36,Male,Gun,87,1
Bhopal,45,19643,5.33,1,Night,31,Female,Rod,15,0
Jaipur,9,85846,4.43,4,Afternoon,32,Female,Rod,52,0
Jaipur,31,160023,10.75,2,Afternoon,47,Male,Knife,55,1
Delhi,7,156305,16.72,2,Morning,16,Male,Gun,8,0
Hyderabad,9,23200,17.87,1,Night,63,Female,Knife,45,1
Mumbai,13,62275,6.6,10,Night,53,Female,Gun,29,0
Delhi,3,99001,13.16,2,Evening,23,Male,Gun,21,1
Kolkata,35,162363,11.55,4,Night,16,Male,Rod,51,1
Chennai,33,52448,9.82,6,Afternoon,17,Male,Rod,12,0
Bangalore,21,171652,12.65,7,Night,62,Female,Gun,62,1
Bhopal,31,101685,7.94,7,Afternoon,52,Female,Rod,5,0
Lucknow,34,162418,17.11,7,Morning,39,Male,Gun,6,0
Chennai,32,20619,13.29,4,Afternoon,42,Male,None,14,0
Jaipur,35,115454,14.07,5,Morning,35,Female,Knife,31,0
Chennai,15,11766,5.88,11,Evening,62,Male,Rod,17,0
Bhopal,32,13549,4.7,3,Morning,36,Female,Knife,67,0
Mumbai,6,159765,8.31,1,Night,57,Female,Rod,15,0
Kolkata,45,117938,14.27,8,Afternoon,52,Female,Knife,18,0
Bangalore,21,137673,17.02,10,Morning,50,Male,Knife,84,1
Jaipur,33,58328,8.84,11,Morning,53,Female,Rod,30,0
Jaipur,32,35301,14.39,7,Morning,68,Male,Rod,73,1
Patna,19,54763,9.53,9,Morning,30,Male,Rod,87,1
Hyderabad,33,161837,6.72,10,Morning,65,Male,Rod,43,0
Mumbai,28,54787,13.83,4,Morning,61,Male,Gun,32,1
Jaipur,31,130675,14.77,5,Afternoon,57,Female,Rod,21,0
Hyderabad,21,17425,5.25,5,Night,45,Female,Rod,41,0
Jaipur,34,22857,6.88,7,Night,19,Female,Rod,87,1
Kolkata,15,193843,9.92,9,Morning,58,Male,None,31,0
Hyderabad,14,102999,4.98,8,Afternoon,67,Female,Knife,80,1
Bhopal,19,163516,16.86,7,Morning,54,Female,Rod,71,1
Patna,43,51457,11.46,1,Evening,30,Female,Rod,72,1
Kolkata,15,141776,3.94,10,Night,38,Female,Knife,51,0
Bhopal,6,15452,4.94,6,Morning,56,Male,Knife,79,1
Bangalore,9,121153,17.27,10,Afternoon,30,Male,Gun,38,1
Mumbai,37,48862,13.81,9,Night,41,Female,Knife,22,0
Mumbai,20,28300,13.75,7,Afternoon,27,Male,Knife,39,0
Lucknow,34,150638,3.16,1,Evening,33,Male,None,22,0
Lucknow,38,148573,16.32,9,Morning,21,Male,Gun,74,1
Hyderabad,26,11845,9.1,3,Evening,33,Female,None,38,0
Mumbai,18,129342,12.56,9,Night,65,Female,Knife,37,0
Hyderabad,28,49181,17.36,4,Morning,69,Male,Rod,76,1
Lucknow,9,198335,3.6,9,Night,39,Male,Gun,88,1
Bangalore,32,44404,9.72,8,Morning,53,Male,Knife,88,1
Jaipur,6,32564,2.79,7,Afternoon,43,Male,Knife,47,0
Bhopal,14,107898,9.99,4,Night,30,Female,Rod,86,1
Chennai,28,198507,6.04,9,Evening,34,Male,Rod,31,0
Hyderabad,24,28227,16.58,4,Evening,20,Female,Rod,52,1
Bangalore,13,105259,8.38,1,Afternoon,19,Male,Gun,73,1
Bhopal,43,134451,12.14,6,Afternoon,32,Female,None,75,1
Mumbai,12,188547,15.76,4,Evening,68,Male,Gun,26,1
Jaipur,19,27215,17.74,10,Afternoon,25,Female,Rod,38,0
Bhopal,21,140577,10.06,3,Morning,27,Female,Gun,47,1
Patna,27,81074,9.29,5,Evening,20,Male,Rod,81,1
Lucknow,19,162771,3.21,3,Night,22,Male,None,92,1
Bhopal,24,118621,2.2,11,Evening,59,Female,Gun,20,0
Chennai,26,153526,11.74,9,Afternoon,38,Female,None,18,0
Bangalore,45,189289,3.05,6,Morning,17,Male,None,43,0
Jaipur,28,116759,8.09,3,Night,45,Male,Rod,75,1
Kolkata,46,138471,2.06,5,Evening,67,Male,Gun,16,0
Bhopal,18,31711,11.84,8,Evening,64,Male,Gun,88,1
Delhi,44,156131,8.81,8,Night,60,Female,None,59,0
Chennai,36,58398,4.03,6,Morning,52,Female,Rod,10,0
Chennai,42,11286,6.74,5,Afternoon,20,Female,None,44,0
Delhi,29,175369,11.11,5,Afternoon,35,Male,None,17,0
Patna,17,118304,12.51,1,Afternoon,41,Male,None,73,1
Kolkata,4,114959,9.4,2,Afternoon,59,Male,None,28,0
Lucknow,44,167557,14.86,11,Night,59,Female,Gun,78,1
Bangalore,45,69967,3.8,4,Morning,54,Male,Knife,63,0
Jaipur,29,107803,3.35,6,Morning,21,Female,Gun,50,0
Bangalore,4,139745,2.71,11,Evening,44,Male,Rod,77,0
Kolkata,10,64583,10.57,7,Evening,25,Female,Knife,48,0
Bangalore,25,134077,13.3,1,Morning,66,Female,None,80,1
Delhi,31,192702,4.09,8,Evening,31,Female,Gun,15,0
Chennai,3,121359,12.22,1,Morning,49,Male,Knife,65,1
Bangalore,47,37086,9.63,9,Night,46,Male,None,40,0
Hyderabad,2,157556,17.8,4,Night,51,Male,Gun,76,1
Bhopal,25,114132,13.48,7,Afternoon,56,Male,Knife,14,0
Kolkata,49,69263,12.52,11,Morning,20,Female,Gun,82,1
Patna,6,159747,11.13,6,Night,48,Female,Knife,5,0
Hyderabad,26,130155,17.96,9,Morning,58,Male,Rod,67,1
