City,Age,Monthly_Income,Education_Level,Employment_Type,Digital_Usage_Hours,Household_Size,Area_Type,Govt_Scheme_Usage,Citizen_Segment
Mumbai,64,80499,Graduate,Unemployed,3.18,1,Semi-Urban,1,0
Kolkata,37,119362,Secondary,Private,1.34,2,Urban,0,0
Jaipur,35,102449,Graduate,Government,9.72,2,Rural,3,1
Jaipur,60,101819,Primary,Self-Employed,4.25,2,Urban,2,0
Lucknow,27,44423,Secondary,Private,9.06,2,Rural,1,1
Kolkata,41,108612,Secondary,Unemployed,9.73,5,Semi-Urban,2,1
Mumbai,21,91120,Primary,Self-Employed,9.14,6,Semi-Urban,0,1
Lucknow,54,122409,Secondary,Self-Employed,4.82,3,Urban,4,1
Chennai,21,95918,Postgraduate,Government,7.9,3,Urban,0,1
Kolkata,30,71600,Graduate,Private,1.96,2,Rural,2,0
Ahmedabad,42,46848,Graduate,Private,1.4,3,Rural,1,0
Jaipur,30,11820,Graduate,Self-Employed,8.83,6,Rural,2,1
Jaipur,35,13512,Secondary,Private,0.8,1,Urban,4,0
Bangalore,41,56534,Postgraduate,Self-Employed,9.74,1,Semi-Urban,1,1
Lucknow,19,130191,Secondary,Unemployed,6.89,7,Semi-Urban,4,0
Delhi,65,65945,Graduate,Government,4.49,3,Urban,3,1
Delhi,50,88420,Secondary,Private,1.84,2,Semi-Urban,0,0
Lucknow,36,88488,Graduate,Private,7.37,4,Urban,3,1
Ahmedabad,26,14711,Primary,Government,5.85,6,Rural,2,0
Pune,45,91009,Graduate,Unemployed,7.26,2,Urban,3,1
Lucknow,52,14597,Primary,Unemployed,4.47,5,Semi-Urban,0,0
Ahmedabad,56,65067,Primary,Unemployed,1.13,4,Urban,1,0
Chennai,27,53022,Primary,Unemployed,3.49,6,Urban,4,0
Jaipur,18,117673,Graduate,Unemployed,3.49,5,Urban,1,0
Mumbai,59,56782,Postgraduate,Self-Employed,0.58,3,Urban,3,0
Pune,38,115716,Graduate,Private,0.59,5,Semi-Urban,2,0
Kolkata,26,123030,Secondary,Private,3.64,3,Rural,3,0
Pune,64,77036,Secondary,Private,7.41,5,Semi-Urban,0,1
Mumbai,32,40342,Postgraduate,Self-Employed,6.43,4,Semi-Urban,0,1
Bangalore,52,90745,Postgraduate,Government,2.77,5,Rural,2,1
Jaipur,22,62396,Postgraduate,Unemployed,6.23,2,Semi-Urban,1,1
Delhi,58,119836,Primary,Government,6.65,3,Rural,0,1
Ahmedabad,39,111998,Postgraduate,Unemployed,5.46,1,Rural,0,1
Lucknow,58,55021,Postgraduate,Unemployed,5.45,5,Urban,2,1
Lucknow,40,135672,Postgraduate,Government,4.01,3,Semi-Urban,1,1
Delhi,24,123559,Graduate,Private,1.67,1,Rural,3,0
Pune,40,71836,Secondary,Self-Employed,4.16,3,Semi-Urban,4,0
Jaipur,61,82017,Secondary,Government,3.78,7,Semi-Urban,2,0
Hyderabad,42,107689,Postgraduate,Private,6.12,3,Rural,1,1
Ahmedabad,44,85291,Secondary,Unemployed,8.63,1,Urban,4,0
Chennai,58,95450,Graduate,Private,4.07,1,Rural,2,0
Mumbai,23,61006,Secondary,Unemployed,7.24,4,Urban,3,0
Pune,51,109268,Primary,Unemployed,8.21,6,Rural,3,0
Kolkata,26,55138,Graduate,Private,2.51,7,Rural,1,0
Bangalore,66,67398,Secondary,Unemployed,9.07,5,Urban,1,1
Lucknow,50,62228,Secondary,Self-Employed,1.17,5,Urban,3,0
Pune,68,67670,Graduate,Private,9.07,7,Semi-Urban,3,1
Bangalore,23,130613,Secondary,Government,2.05,3,Rural,2,0
Mumbai,54,107071,Secondary,Unemployed,3.7,7,Semi-Urban,1,0
Lucknow,48,115572,Postgraduate,Unemployed,6.25,2,Semi-Urban,4,1
Lucknow,51,143997,Primary,Self-Employed,9.1,2,Urban,3,1
Hyderabad,58,8107,Graduate,Self-Employed,2.93,6,Urban,4,0
Pune,46,91388,Postgraduate,Government,7.75,3,Semi-Urban,1,1
Jaipur,31,100719,Secondary,Unemployed,7.25,4,Urban,1,1
Delhi,53,123018,Graduate,Government,2.02,1,Rural,0,1
Delhi,53,32617,Graduate,Government,5.05,3,Urban,3,1
Chennai,32,79258,Primary,Unemployed,5.07,5,Urban,1,0
Kolkata,25,55075,Primary,Government,3.39,2,Rural,1,0
Bangalore,43,131998,Graduate,Government,7.91,2,Urban,3,1
Pune,53,27631,Primary,Self-Employed,9.3,2,Semi-Urban,0,1
Ahmedabad,65,128120,Primary,Self-Employed,7.31,4,Semi-Urban,0,1
Kolkata,38,102158,Secondary,Government,9.74,5,Semi-Urban,0,1
Hyderabad,45,143955,Primary,Unemployed,0.98,4,Urban,0,0
Lucknow,21,51221,Primary,Self-Employed,0.85,1,Urban,2,0
Jaipur,33,110922,Postgraduate,Government,8.99,3,Urban,3,1
Pune,39,38550,Secondary,Private,9.03,3,Semi-Urban,3,1
Kolkata,29,19642,Secondary,Private,1.52,7,Urban,3,0
Kolkata,33,111093,Graduate,Government,3.9,2,Rural,0,1
Jaipur,68,98885,Primary,Private,8.44,7,Urban,0,1
Chennai,57,84538,Postgraduate,Self-Employed,1.72,2,Semi-Urban,1,1
Bangalore,55,67014,Postgraduate,Unemployed,3.04,1,Rural,2,0
Bangalore,59,24523,Secondary,Government,6.97,4,Rural,3,0
Kolkata,54,115285,Primary,Self-Employed,9.83,6,Semi-Urban,2,1
Mumbai,46,110879,Postgraduate,Unemployed,8.07,6,Rural,3,1
Kolkata,35,95629,Graduate,Private,7.88,6,Rural,0,1
Kolkata,27,81830,Primary,Private,3.76,5,Rural,0,0
Jaipur,59,50538,Primary,Private,6.78,1,Rural,3,0
Lucknow,56,52310,Primary,Private,1.57,3,Rural,4,0
Jaipur,35,146980,Postgraduate,Self-Employed,9.93,3,Urban,0,1
Pune,18,120266,Secondary,Self-Employed,5.07,4,Semi-Urban,1,1
Kolkata,56,17699,Secondary,Unemployed,6.57,7,Semi-Urban,0,0
Bangalore,38,71912,Graduate,Government,8.82,1,Urban,1,1
Ahmedabad,18,84183,Postgraduate,Unemployed,0.51,5,Urban,2,0
Bangalore,32,65282,Primary,Government,9.77,1,Semi-Urban,0,1
Delhi,21,63249,Graduate,Private,3.91,1,Semi-Urban,0,1
Chennai,37,43176,Graduate,Private,3.73,4,Urban,2,0
Hyderabad,27,13163,Secondary,Private,1.88,5,Urban,1,0
Pune,40,59210,Primary,Private,8.65,6,Rural,4,0
Pune,58,128844,Primary,Self-Employed,8.77,3,Urban,1,1
Chennai,51,109587,Postgraduate,Unemployed,0.69,2,Urban,3,0
Ahmedabad,63,76979,Postgraduate,Government,1.03,7,Rural,3,0
Hyderabad,65,83860,Postgraduate,Government,9.22,6,Rural,3,1
Lucknow,50,9920,Graduate,Self-Employed,1.67,5,Semi-Urban,2,0
Kolkata,51,87911,Primary,Private,6.4,3,Semi-Urban,1,0
Hyderabad,56,42996,Secondary,Unemployed,6.39,6,Urban,0,0
Ahmedabad,27,147820,Graduate,Private,8.76,4,Rural,3,1
Mumbai,37,99071,Graduate,Self-Employed,5.94,7,Rural,1,1
Delhi,18,52252,Secondary,Government,4.62,5,Semi-Urban,0,1
Hyderabad,30,127734,Secondary,Self-Employed,9.76,5,Semi-Urban,1,1
Hyderabad,18,142522,Postgraduate,Government,2.67,3,Urban,2,1
Delhi,22,57756,Secondary,Unemployed,3.0,3,Rural,3,0
Kolkata,33,55235,Secondary,Government,1.31,1,Semi-Urban,4,0
Hyderabad,32,95546,Secondary,Unemployed,9.77,1,Urban,3,1
Delhi,66,136092,Secondary,Private,7.21,5,Urban,3,1
Delhi,45,130802,Postgraduate,Private,0.61,2,Urban,2,1
Delhi,48,113421,Graduate,Self-Employed,7.19,4,Semi-Urban,0,1
Jaipur,40,145736,Primary,Unemployed,4.34,3,Semi-Urban,3,0
Ahmedabad,65,71635,Primary,Private,9.69,1,Semi-Urban,0,1
Jaipur,62,28225,Graduate,Unemployed,3.14,4,Semi-Urban,0,0
Mumbai,60,111885,Primary,Private,7.25,7,Semi-Urban,2,1
Lucknow,34,90333,Primary,Private,6.46,6,Rural,3,0
Jaipur,66,15807,Graduate,Government,0.61,6,Rural,2,0
Jaipur,51,11402,Primary,Self-Employed,8.91,5,Rural,2,0
Ahmedabad,30,9521,Primary,Government,1.83,3,Rural,4,0
Lucknow,31,119693,Graduate,Unemployed,6.8,6,Urban,2,1
Chennai,28,13382,Primary,Private,7.87,7,Urban,4,0
Delhi,45,115996,Secondary,Self-Employed,6.49,3,Rural,0,1
Pune,59,20065,Graduate,Private,1.42,1,Semi-Urban,0,0
Lucknow,49,90470,Postgraduate,Private,9.76,6,Rural,1,1
Mumbai,52,19425,Primary,Government,2.75,2,Rural,1,0
Kolkata,48,18111,Postgraduate,Unemployed,6.46,6,Urban,0,1
Mumbai,34,58257,Primary,Self-Employed,8.07,3,Semi-Urban,3,0
Delhi,64,128990,Secondary,Self-Employed,9.42,2,Urban,1,1
Lucknow,26,132813,Graduate,Self-Employed,6.24,4,Semi-Urban,2,1
Mumbai,27,86046,Postgraduate,Unemployed,2.96,6,Urban,1,0
Mumbai,25,42851,Graduate,Self-Employed,8.45,3,Rural,0,1
Chennai,38,13816,Postgraduate,Unemployed,2.05,6,Semi-Urban,3,0
Chennai,30,7175,Primary,Self-Employed,0.71,6,Urban,0,0
Lucknow,67,16341,Secondary,Private,9.13,3,Rural,3,0
Delhi,22,68908,Postgraduate,Unemployed,5.97,2,Urban,1,1
Jaipur,23,64696,Postgraduate,Government,1.16,1,Urban,2,1
Bangalore,47,88115,Secondary,Self-Employed,6.01,7,Urban,2,1
Hyderabad,48,35194,Secondary,Government,1.88,6,Rural,0,0
Pune,34,89358,Secondary,Unemployed,0.8,5,Semi-Urban,3,0
Hyderabad,28,107548,Secondary,Private,1.61,4,Urban,1,0
Ahmedabad,37,39579,Secondary,Government,7.86,3,Rural,3,1
Chennai,65,101554,Graduate,Government,7.68,6,Urban,3,1
Lucknow,26,58294,Primary,Private,6.24,7,Semi-Urban,3,0
Hyderabad,19,54777,Primary,Private,2.49,1,Urban,1,0
Delhi,54,141978,Postgraduate,Unemployed,7.52,3,Rural,3,1
Pune,18,45751,Secondary,Self-Employed,4.38,6,Urban,2,0
Hyderabad,21,113750,Graduate,Government,5.35,4,Urban,0,1
Pune,53,79180,Graduate,Government,9.03,5,Semi-Urban,4,1
Kolkata,42,36644,Postgraduate,Unemployed,4.85,3,Semi-Urban,3,0
Delhi,20,38521,Secondary,Self-Employed,6.45,6,Semi-Urban,2,0
Bangalore,26,16564,Primary,Unemployed,9.64,2,Urban,2,0
Mumbai,39,110155,Secondary,Government,4.79,1,Rural,0,1
Pune,40,149493,Graduate,Government,5.83,5,Urban,0,1
Delhi,29,93747,Secondary,Private,6.05,3,Urban,4,1
Pune,27,16202,Primary,Private,2.79,6,Urban,4,0
Pune,51,114407,Primary,Self-Employed,7.5,5,Urban,4,1
Jaipur,60,139757,Postgraduate,Government,7.4,2,Semi-Urban,1,1
Jaipur,27,95197,Graduate,Government,2.53,3,Semi-Urban,1,1
Delhi,47,47637,Secondary,Private,0.63,5,Semi-Urban,2,0
Jaipur,39,29276,Secondary,Unemployed,9.99,3,Semi-Urban,0,1
Ahmedabad,23,85946,Postgraduate,Unemployed,6.03,3,Rural,3,0
Bangalore,67,80214,Postgraduate,Government,2.22,5,Urban,0,1
Lucknow,19,46230,Postgraduate,Government,3.19,3,Urban,1,1
Delhi,47,129086,Graduate,Self-Employed,6.37,2,Urban,2,1
Delhi,19,134526,Secondary,Self-Employed,1.81,5,Rural,3,0
Ahmedabad,49,145521,Postgraduate,Private,0.85,6,Rural,4,0
Chennai,59,40059,Graduate,Government,8.09,7,Semi-Urban,4,1
Chennai,33,6532,Secondary,Unemployed,7.3,5,Urban,1,0
Jaipur,29,107666,Primary,Self-Employed,3.44,2,Urban,2,0
Lucknow,18,86551,Postgraduate,Private,1.06,2,Rural,0,0
Jaipur,25,76880,Graduate,Private,5.12,2,Urban,1,1
Kolkata,65,111734,Secondary,Unemployed,3.12,6,Rural,0,0
Kolkata,67,118997,Secondary,Self-Employed,4.28,6,Semi-Urban,3,0
Mumbai,30,57168,Postgraduate,Unemployed,3.1,7,Rural,0,0
Kolkata,32,118123,Postgraduate,Private,2.17,7,Urban,3,1
Chennai,61,142461,Secondary,Government,4.18,3,Rural,2,1
Bangalore,25,92897,Graduate,Unemployed,9.67,3,Rural,1,1
Kolkata,27,109599,Primary,Private,3.03,4,Semi-Urban,0,0
Jaipur,63,84239,Secondary,Government,3.69,7,Urban,2,1
Pune,22,23642,Graduate,Government,3.63,7,Urban,2,0
Delhi,67,111862,Postgraduate,Self-Employed,5.06,3,Semi-Urban,0,1
Bangalore,36,41509,Secondary,Self-Employed,8.51,2,Rural,4,0
Bangalore,64,84417,Postgraduate,Private,4.32,4,Rural,4,0
Jaipur,55,54237,Primary,Unemployed,8.16,7,Urban,3,0
Delhi,28,68176,Postgraduate,Government,1.59,2,Rural,2,0
Chennai,60,133633,Primary,Self-Employed,9.0,1,Semi-Urban,1,1
Bangalore,37,84865,Postgraduate,Self-Employed,2.26,7,Urban,1,1
Mumbai,37,122181,Postgraduate,Unemployed,0.87,6,Rural,2,0
Jaipur,38,67059,Primary,Self-Employed,2.0,5,Semi-Urban,4,0
Bangalore,35,54150,Postgraduate,Private,2.31,1,Semi-Urban,2,0
Lucknow,67,93367,Graduate,Unemployed,5.33,6,Urban,3,0
Delhi,27,46091,Postgraduate,Government,4.77,6,Urban,2,1
Kolkata,51,5903,Secondary,Private,7.3,2,Rural,0,0
Bangalore,43,59235,Postgraduate,Government,0.98,3,Rural,4,0
Jaipur,47,60342,Graduate,Government,5.23,5,Rural,0,1
Kolkata,26,40572,Secondary,Self-Employed,3.66,3,Semi-Urban,0,0
Mumbai,63,22610,Graduate,Private,6.49,3,Semi-Urban,2,1
Kolkata,68,39052,Secondary,Private,0.92,7,Rural,2,0
Lucknow,48,103993,Postgraduate,Unemployed,0.83,5,Urban,1,0
Chennai,59,92063,Graduate,Private,4.56,5,Semi-Urban,0,1
Bangalore,21,102540,Postgraduate,Unemployed,8.21,1,Semi-Urban,2,1
Hyderabad,23,58533,Secondary,Private,6.88,2,Rural,1,0
Hyderabad,31,128989,Graduate,Government,0.66,3,Urban,0,1
Kolkata,21,125388,Primary,Unemployed,2.2,2,Semi-Urban,1,0
Ahmedabad,43,33702,Graduate,Private,2.65,2,Urban,4,0
Delhi,64,128482,Postgraduate,Unemployed,4.52,7,Semi-Urban,3,1
Hyderabad,65,13631,Primary,Self-Employed,6.07,4,Urban,0,0
Ahmedabad,56,92388,Primary,Self-Employed,2.56,1,Urban,2,0
Hyderabad,34,129798,Secondary,Unemployed,4.13,3,Semi-Urban,4,0
Ahmedabad,36,75043,Primary,Unemployed,6.05,6,Urban,1,0
Delhi,68,40764,Primary,Government,4.14,5,Semi-Urban,3,0
Pune,66,134014,Secondary,Private,1.86,5,Semi-Urban,0,0
Hyderabad,23,118076,Graduate,Self-Employed,5.17,2,Urban,3,1
Lucknow,46,104007,Postgraduate,Self-Employed,3.58,1,Semi-Urban,4,1
Bangalore,28,29940,Graduate,Private,8.71,1,Urban,3,1
Ahmedabad,33,112418,Primary,Self-Employed,7.87,3,Semi-Urban,0,1
Bangalore,47,76792,Postgraduate,Self-Employed,2.31,3,Urban,4,0
Jaipur,42,13367,Graduate,Unemployed,1.95,2,Semi-Urban,1,0
Jaipur,57,116764,Postgraduate,Self-Employed,3.8,2,Semi-Urban,0,1
Delhi,28,13573,Primary,Self-Employed,4.42,2,Rural,3,0
Ahmedabad,24,20582,Graduate,Self-Employed,9.35,4,Semi-Urban,0,1
Mumbai,43,141450,Postgraduate,Private,3.37,1,Semi-Urban,4,1
Jaipur,39,70296,Postgraduate,Government,8.74,2,Urban,3,1
Delhi,42,149572,Graduate,Unemployed,5.3,7,Urban,1,1
Jaipur,36,70841,Graduate,Government,8.91,1,Urban,2,1
Jaipur,48,26881,Primary,Self-Employed,7.17,6,Urban,1,0
Mumbai,43,75233,Secondary,Self-Employed,7.23,5,Rural,0,1
Hyderabad,59,70285,Postgraduate,Self-Employed,5.43,5,Rural,2,1
Kolkata,58,64547,Graduate,Government,8.48,1,Urban,4,1
Pune,53,143294,Graduate,Private,2.92,6,Urban,3,1
Jaipur,40,12933,Graduate,Private,9.12,5,Urban,3,1
Jaipur,64,88385,Postgraduate,Unemployed,6.55,5,Urban,4,1
Lucknow,30,103706,Primary,Government,4.67,5,Semi-Urban,0,1
Pune,42,143012,Secondary,Private,9.83,3,Urban,1,1
Mumbai,19,89590,Postgraduate,Unemployed,8.69,6,Semi-Urban,2,1
Bangalore,19,111399,Primary,Self-Employed,7.83,3,Urban,4,1
Ahmedabad,33,64145,Postgraduate,Self-Employed,3.1,1,Rural,0,1
Jaipur,26,62520,Postgraduate,Unemployed,9.75,1,Rural,0,1
Kolkata,45,9544,Graduate,Private,7.56,4,Urban,2,1
Ahmedabad,30,59812,Primary,Government,6.25,3,Rural,4,0
Pune,52,124090,Graduate,Unemployed,9.26,1,Rural,1,1
Ahmedabad,58,104054,Graduate,Private,2.04,3,Rural,1,0
Hyderabad,30,137689,Primary,Unemployed,1.82,4,Rural,4,0
Jaipur,48,105834,Graduate,Private,5.86,1,Semi-Urban,3,1
Ahmedabad,38,139405,Graduate,Self-Employed,1.04,1,Semi-Urban,1,0
Bangalore,49,45002,Secondary,Unemployed,6.81,1,Semi-Urban,3,0
Bangalore,51,136583,Primary,Government,2.79,1,Semi-Urban,4,0
Jaipur,25,117850,Primary,Unemployed,1.63,2,Urban,0,0
Chennai,58,135011,Graduate,Self-Employed,4.39,6,Rural,4,0
Bangalore,65,126548,Graduate,Self-Employed,4.93,6,Rural,0,1
Ahmedabad,19,36786,Primary,Private,2.12,3,Urban,4,0
Delhi,55,41244,Primary,Self-Employed,0.89,3,Urban,3,0
Bangalore,49,72261,Postgraduate,Private,4.43,3,Semi-Urban,3,1
Pune,57,23477,Primary,Self-Employed,7.72,4,Semi-Urban,4,0
Chennai,45,13496,Postgraduate,Private,8.8,7,Rural,0,1
Ahmedabad,54,125522,Graduate,Government,1.43,2,Urban,4,1
Mumbai,58,148342,Secondary,Private,5.48,7,Rural,0,1
Lucknow,18,25724,Secondary,Private,3.0,3,Urban,3,0
Mumbai,58,35416,Postgraduate,Government,4.06,3,Semi-Urban,2,1
Hyderabad,27,40575,Graduate,Private,9.37,1,Rural,1,1
Lucknow,21,81614,Graduate,Private,3.84,7,Rural,3,0
Hyderabad,52,98566,Graduate,Government,3.97,1,Urban,4,1
Lucknow,27,132192,Primary,Self-Employed,2.49,7,Rural,4,0
Lucknow,64,24359,Graduate,Unemployed,9.62,7,Semi-Urban,0,1
Delhi,28,144770,Primary,Private,4.84,1,Rural,1,0
Kolkata,31,48634,Postgraduate,Self-Employed,5.92,3,Urban,3,1
Pune,55,122255,Secondary,Unemployed,4.81,1,Rural,1,0
Mumbai,29,47864,Postgraduate,Government,2.9,3,Semi-Urban,1,1
Bangalore,62,99482,Graduate,Private,8.2,7,Urban,3,1
Ahmedabad,34,42355,Graduate,Private,0.77,4,Urban,0,0
Chennai,33,42690,Postgraduate,Government,7.06,4,Semi-Urban,0,1
Pune,52,61630,Primary,Private,6.15,5,Urban,0,0
Hyderabad,19,26658,Primary,Unemployed,1.87,2,Urban,2,0
Delhi,28,20797,Primary,Unemployed,2.08,1,Rural,1,0
Hyderabad,58,63799,Secondary,Government,6.76,6,Urban,2,1
Kolkata,20,123301,Secondary,Private,3.47,1,Rural,0,0
Chennai,46,57236,Graduate,Self-Employed,3.02,2,Semi-Urban,3,0
Delhi,35,11265,Postgraduate,Private,1.06,7,Semi-Urban,1,0
Hyderabad,37,130611,Postgraduate,Government,7.78,2,Semi-Urban,3,1
Kolkata,64,126754,Graduate,Self-Employed,8.89,7,Semi-Urban,4,1
Ahmedabad,31,96426,Primary,Unemployed,8.29,5,Urban,1,0
Ahmedabad,51,147957,Secondary,Unemployed,4.93,2,Urban,3,0
Hyderabad,66,114681,Postgraduate,Self-Employed,5.57,3,Rural,0,1
Pune,48,48826,Graduate,Self-Employed,2.8,1,Rural,2,0
Chennai,57,60597,Primary,Government,2.14,2,Rural,3,0
Jaipur,59,143515,Primary,Private,8.32,3,Urban,4,1
Pune,35,102375,Secondary,Unemployed,8.08,2,Rural,0,1
Ahmedabad,47,22084,Secondary,Private,7.88,6,Urban,4,0
Chennai,42,94447,Graduate,Unemployed,4.9,3,Semi-Urban,2,0
Kolkata,36,9383,Graduate,Private,8.71,4,Urban,4,1
Delhi,25,97313,Primary,Unemployed,9.3,3,Semi-Urban,3,0
Lucknow,45,39361,Primary,Private,3.62,5,Rural,3,0
Hyderabad,25,85294,Postgraduate,Government,2.63,7,Urban,0,1
Mumbai,48,66331,Primary,Unemployed,4.91,3,Rural,2,0
Chennai,20,100057,Graduate,Government,2.2,2,Rural,2,0
Bangalore,20,126685,Secondary,Unemployed,8.9,4,Semi-Urban,1,1
Kolkata,61,101917,Graduate,Unemployed,3.71,4,Rural,1,0
Jaipur,39,35932,Postgraduate,Unemployed,5.97,3,Urban,3,0
Lucknow,34,6908,Postgraduate,Private,6.15,2,Rural,4,0
Bangalore,53,35412,Secondary,Unemployed,5.39,4,Semi-Urban,4,0
Jaipur,34,133319,Graduate,Government,1.99,6,Semi-Urban,0,1
Mumbai,31,88710,Postgraduate,Private,9.91,3,Rural,2,1
Ahmedabad,68,7928,Graduate,Private,2.14,3,Semi-Urban,3,0
Pune,26,70158,Postgraduate,Unemployed,7.64,7,Rural,4,0
Hyderabad,47,37309,Secondary,Self-Employed,8.02,3,Semi-Urban,1,1
Delhi,38,14280,Postgraduate,Private,1.88,4,Rural,3,0
Jaipur,29,45449,Graduate,Unemployed,9.37,1,Rural,0,1
Lucknow,54,31957,Graduate,Government,5.13,2,Urban,3,1
Chennai,49,75499,Postgraduate,Self-Employed,6.47,5,Urban,4,1
Ahmedabad,28,98057,Primary,Private,6.6,5,Rural,0,0
Chennai,37,115065,Secondary,Self-Employed,5.3,2,Urban,1,1
Lucknow,52,79893,Secondary,Private,1.85,1,Urban,1,0
Chennai,64,30176,Postgraduate,Self-Employed,7.64,7,Semi-Urban,4,1
Jaipur,63,61967,Postgraduate,Self-Employed,6.03,7,Urban,0,1
Kolkata,28,5987,Primary,Government,1.63,7,Semi-Urban,1,0
Chennai,69,101854,Secondary,Self-Employed,7.15,7,Urban,0,1
Pune,25,31015,Primary,Government,7.18,2,Urban,3,0
Mumbai,21,117350,Secondary,Unemployed,5.71,3,Rural,2,0
Delhi,44,71404,Postgraduate,Private,1.36,6,Urban,2,0
Jaipur,61,121751,Secondary,Government,3.85,2,Rural,2,0
Bangalore,57,133807,Secondary,Private,0.98,2,Rural,1,0
Lucknow,55,53231,Secondary,Government,5.04,6,Rural,4,0
Ahmedabad,64,33305,Primary,Private,9.11,4,Rural,2,0
Jaipur,47,59306,Primary,Government,0.52,5,Urban,4,0
Kolkata,61,126139,Secondary,Private,3.03,5,Rural,2,0
Ahmedabad,65,23318,Graduate,Unemployed,8.1,3,Urban,3,0
Pune,65,149318,Primary,Private,0.59,6,Urban,2,0
Lucknow,44,26584,Postgraduate,Unemployed,0.6,7,Semi-Urban,4,0
Ahmedabad,38,20169,Postgraduate,Unemployed,6.3,7,Semi-Urban,1,0
Chennai,69,30968,Secondary,Unemployed,8.0,3,Semi-Urban,3,0
Jaipur,37,142457,Postgraduate,Self-Employed,7.88,4,Rural,4,1
Mumbai,21,127684,Primary,Private,7.91,3,Urban,0,1
Lucknow,28,120391,Graduate,Self-Employed,3.93,6,Urban,2,1
Hyderabad,30,30444,Graduate,Self-Employed,8.89,6,Rural,3,1
Pune,26,111081,Graduate,Private,0.62,1,Semi-Urban,1,0
Delhi,21,67497,Postgraduate,Unemployed,3.47,4,Semi-Urban,0,0
Lucknow,29,10362,Secondary,Self-Employed,3.7,6,Urban,2,0
Kolkata,26,104254,Postgraduate,Self-Employed,2.07,6,Urban,3,1
Jaipur,30,144322,Secondary,Government,3.69,4,Urban,4,1
Chennai,65,73354,Graduate,Private,6.07,7,Semi-Urban,2,1
Delhi,43,41368,Primary,Self-Employed,5.44,2,Urban,3,0
Delhi,55,49109,Postgraduate,Private,3.53,7,Semi-Urban,2,0
Pune,59,32426,Primary,Private,7.62,2,Semi-Urban,3,0
Ahmedabad,30,122632,Graduate,Self-Employed,7.29,1,Semi-Urban,4,1
Kolkata,56,117637,Secondary,Private,3.17,7,Rural,2,0
Ahmedabad,45,44023,Primary,Unemployed,3.57,6,Rural,3,0
Chennai,36,127268,Postgraduate,Self-Employed,3.23,4,Urban,0,1
Delhi,41,114211,Primary,Self-Employed,1.72,4,Semi-Urban,1,0
Kolkata,36,99897,Primary,Self-Employed,7.65,2,Urban,3,1
Kolkata,66,84777,Postgraduate,Government,0.94,7,Semi-Urban,3,0
Bangalore,30,49858,Secondary,Government,1.93,5,Urban,3,0
Jaipur,30,95042,Postgraduate,Government,1.5,5,Urban,2,1
Delhi,45,88098,Graduate,Government,8.34,6,Rural,1,1
Delhi,19,25239,Secondary,Self-Employed,0.92,2,Rural,2,0
Kolkata,27,149137,Primary,Unemployed,6.81,6,Rural,3,0
Ahmedabad,39,115951,Postgraduate,Private,0.92,3,Rural,3,0
Delhi,30,46291,Graduate,Private,7.97,4,Semi-Urban,1,1
Kolkata,26,43805,Postgraduate,Self-Employed,9.17,7,Urban,0,1
Delhi,50,103831,Secondary,Unemployed,5.13,7,Urban,2,0
Kolkata,31,14290,Graduate,Private,8.14,6,Semi-Urban,0,1
Bangalore,65,136283,Primary,Unemployed,7.21,1,Semi-Urban,3,0
Jaipur,37,88634,Secondary,Self-Employed,8.06,7,Urban,3,1
Kolkata,32,24072,Graduate,Government,7.78,5,Rural,4,1
Delhi,49,48290,Secondary,Unemployed,2.45,6,Rural,4,0
Chennai,50,90186,Primary,Private,5.25,3,Rural,0,0
Jaipur,34,20115,Graduate,Private,9.62,4,Semi-Urban,4,1
Bangalore,41,10149,Postgraduate,Private,3.76,7,Urban,1,1
Kolkata,47,46992,Postgraduate,Government,9.72,3,Semi-Urban,0,1
Chennai,30,22716,Primary,Unemployed,6.04,6,Urban,4,0
Kolkata,64,102724,Graduate,Unemployed,4.89,4,Rural,4,0
Ahmedabad,65,18621,Primary,Private,6.75,4,Rural,1,0
Delhi,33,142892,Primary,Unemployed,8.25,2,Rural,1,0
Lucknow,19,118065,Secondary,Private,4.24,2,Urban,0,1
Pune,34,35399,Postgraduate,Unemployed,0.81,1,Rural,2,0
Mumbai,49,124374,Primary,Government,7.23,1,Urban,1,1
Ahmedabad,60,48098,Secondary,Government,9.58,7,Semi-Urban,4,1
Chennai,25,50511,Primary,Self-Employed,6.44,3,Rural,0,0
Ahmedabad,69,58243,Primary,Self-Employed,2.29,2,Semi-Urban,2,0
Hyderabad,20,120131,Primary,Self-Employed,2.86,4,Semi-Urban,0,0
Kolkata,29,33750,Postgraduate,Unemployed,9.14,2,Urban,4,1
Kolkata,37,60398,Graduate,Government,0.63,4,Semi-Urban,2,0
Mumbai,33,49345,Postgraduate,Government,5.71,2,Urban,2,1
Mumbai,31,98430,Secondary,Government,2.01,4,Urban,1,0
Hyderabad,33,119921,Graduate,Private,3.19,3,Semi-Urban,3,0
Delhi,66,96729,Secondary,Unemployed,3.42,2,Urban,4,0
Pune,60,56843,Primary,Unemployed,2.58,5,Urban,3,0
Lucknow,66,146294,Graduate,Self-Employed,8.03,5,Urban,4,1
Lucknow,68,136458,Secondary,Private,3.66,4,Semi-Urban,0,1
Bangalore,50,69334,Primary,Private,3.78,3,Urban,3,0
Bangalore,47,72170,Secondary,Government,4.8,4,Rural,2,0
